vpn_code,id,data
,6353,"{""id"" : 6353, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7622,"{""id"" : 7622, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : null, ""comment"" : ""2002P12618 - allow traffic temp"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7643,"{""id"" : 7643, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : null, ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7703,"{""id"" : 7703, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""XIP202003-09760 "", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7707,"{""id"" : 7707, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""XIP202004-00978"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7804,"{""id"" : 7804, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""Scam number India legal"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7806,"{""id"" : 7806, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""Scam number  India legal"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,12286,"{""id"" : 12286, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : null, ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7061,"{""id"" : 7061, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""BCR in Hookah action 015 for 31203059601"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6356,"{""id"" : 6356, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7809,"{""id"" : 7809, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""Scam number India legal"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7821,"{""id"" : 7821, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""Scam number India legal"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6362,"{""id"" : 6362, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6363,"{""id"" : 6363, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7923,"{""id"" : 7923, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""VCH: force routing offnet for Radcom"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6365,"{""id"" : 6365, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6366,"{""id"" : 6366, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,7925,"{""id"" : 7925, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""VCH: force routing offnet for Radcom"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6368,"{""id"" : 6368, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6369,"{""id"" : 6369, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6441,"{""id"" : 6441, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6370,"{""id"" : 6370, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8005,"{""id"" : 8005, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""Scam number India legal"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6372,"{""id"" : 6372, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8007,"{""id"" : 8007, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""Scam number India legal"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8023,"{""id"" : 8023, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""Scam number India legal request"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8051,"{""id"" : 8051, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""Scam number India legal"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8060,"{""id"" : 8060, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : null, ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""OBS_OWNER"", ""req_uri_additional_parameters"" : null, ""comment"" : ""Scam number India legal"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6195,"{""id"" : 6195, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : ""null migrated to NBI 06500089 from 05118028 and phone-context=nprtspa.126.PORprefix F ALLBACK  FALLBACK  migrated to NBI 06500089 from 05118028 and phone-context=nprtspa.126.PORprefix"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6199,"{""id"" : 6199, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : ""null migrated to NBI 06500089 from 05118028 and phone-context=nprtspa.126.PORprefix F ALLBACK  FALLBACK  migrated to NBI 06500089 from 05118028 and phone-context=nprtspa.126.PORprefix"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6390,"{""id"" : 6390, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6392,"{""id"" : 6392, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6394,"{""id"" : 6394, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6395,"{""id"" : 6395, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6397,"{""id"" : 6397, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6400,"{""id"" : 6400, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6401,"{""id"" : 6401, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6402,"{""id"" : 6402, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6403,"{""id"" : 6403, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6404,"{""id"" : 6404, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6405,"{""id"" : 6405, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8687,"{""id"" : 8687, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8691,"{""id"" : 8691, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8702,"{""id"" : 8702, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6406,"{""id"" : 6406, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : ""null migrated to NBI 06500089 from 05126021 and phone-context=nprtspa.126.PORprefix F ALLBACK  FALLBACK  migrated to NBI 06500089 from 05118028 and phone-context=nprtspa.126.PORprefix"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6407,"{""id"" : 6407, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : ""null migrated to NBI 06500089 from 05126021 and phone-context=nprtspa.126.PORprefix F ALLBACK  FALLBACK  migrated to NBI 06500089 from 05118028 and phone-context=nprtspa.126.PORprefix"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6481,"{""id"" : 6481, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : ""BCR in Hookah port out 4433058764 05118010505069033058764 nprtspa"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,6501,"{""id"" : 6501, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : ""BCR in Hookah port out 4433058763 05118010505069033058763 nprtspa"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5103,"{""id"" : 5103, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5104,"{""id"" : 5104, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5105,"{""id"" : 5105, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5106,"{""id"" : 5106, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5107,"{""id"" : 5107, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5108,"{""id"" : 5108, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5109,"{""id"" : 5109, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8703,"{""id"" : 8703, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5110,"{""id"" : 5110, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5111,"{""id"" : 5111, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5112,"{""id"" : 5112, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5113,"{""id"" : 5113, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5114,"{""id"" : 5114, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,8722,"{""id"" : 8722, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5115,"{""id"" : 5115, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5116,"{""id"" : 5116, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5117,"{""id"" : 5117, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5118,"{""id"" : 5118, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5119,"{""id"" : 5119, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5120,"{""id"" : 5120, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5121,"{""id"" : 5121, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5122,"{""id"" : 5122, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5123,"{""id"" : 5123, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5124,"{""id"" : 5124, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5125,"{""id"" : 5125, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5126,"{""id"" : 5126, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5128,"{""id"" : 5128, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : ""null migrated to NBI 06500089 from 05118028 and phone-context=nprtspa.126.PORprefix F ALLBACK  FALLBACK  migrated to NBI 06500089 from 05118028 and phone-context=nprtspa.126.PORprefix"", ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
,5129,"{""id"" : 5129, ""input_prefix"" : ""INPUT_PREFIX"", ""routing_prefix"" : ""phone-context=+44"", ""output_prefix"" : ""OUTPUT_PREFIX"", ""portability_type"" : ""PORTED_OUT"", ""req_uri_additional_parameters"" : ""phone-context=+44"", ""comment"" : null, ""bcr_product"" : ""RETAIL"", ""bcr_region"" : null}"
